lyrics_latent_1,lyrics_latent_2,lyrics_latent_3,lyrics_latent_4,lyrics_latent_5,lyrics_latent_6,lyrics_latent_7,lyrics_latent_8,lyrics_latent_9,lyrics_latent_10,lyrics_latent_11,lyrics_latent_12,lyrics_latent_13,lyrics_latent_14,lyrics_latent_15,lyrics_latent_16,label
-0.006159764,-0.26557523,0.4163682,-0.020033441,-0.35762298,-0.16653128,0.053520635,0.014770562,-0.04930658,-0.41768688,-0.20121709,0.013126985,0.012435265,0.112145945,-0.015251916,0.25168213,blues
-0.020893024,-0.85871744,0.753782,-0.038735956,-0.9142004,-0.90429455,0.12695597,-0.08852277,-0.044389002,0.5470643,-1.1357024,0.022819972,0.02174173,-1.4413391,-4.8393384e-05,0.16906574,blues
-0.028421601,-0.52126825,0.9472508,-0.037668638,0.7116978,-1.22222,-0.083721995,-0.08043354,-0.035721242,0.042179346,-0.9182784,0.017889308,0.0029628351,-0.25263187,0.051976494,-1.170622,blues
-0.02601797,-0.27308035,0.19842191,0.016583635,0.767016,-1.4273628,0.0074742883,-0.012198332,-0.0629654,0.19413674,0.3572362,0.027830474,-0.024765268,0.7061422,0.015147472,-0.2212693,blues
-0.016876439,0.5439014,-0.2739402,0.019071488,-0.7718138,0.3365389,0.113957584,0.07924437,-0.028624522,-1.4303534,0.6820724,-0.008796312,-0.0001688078,-0.30618787,0.0247322,0.22198245,blues
0.013197953,2.1021764,1.4841827,0.0399049,-1.273524,0.7985759,0.17749448,-0.0020484738,0.053570155,0.71026695,-0.58300114,0.04567565,0.056760676,-1.8521127,-0.015592959,-0.23228194,blues
-0.019529471,-0.71992713,-0.25991213,-0.036476664,0.46196264,0.3253988,-0.041786745,-0.0045163166,-0.025318874,-0.68888426,0.30044636,-0.010998776,-0.02523832,0.27401644,0.01572747,-0.59012425,blues
0.028372856,0.19074434,-0.2641041,-0.00086390786,-1.2437947,0.7262212,-0.07031022,0.04498268,0.0017020404,-0.39340615,-0.8705162,-0.041202713,-0.014874399,-0.36699933,-0.03699024,0.44649866,blues
-0.07297702,-0.31995797,0.18690728,0.052656703,1.0359843,-0.57815063,-0.053141683,-0.073253304,0.001126349,-2.731127,-1.4154979,0.06986357,0.08262431,-0.34702358,0.073937714,-1.0471284,blues
-0.020525755,-1.7883487,-1.3411975,-0.007928815,-1.2314705,0.56011915,-0.1528722,-0.02627277,-0.05465644,-2.1356878,-0.14843833,-0.02154127,-0.06133291,-2.1244144,0.09932403,-0.09432858,blues
0.034935847,0.47730637,-1.168621,-0.0018990822,-0.13304842,-0.7959026,-0.065081075,0.083533846,0.0054013394,0.6312288,2.2412474,-0.0116011705,-0.084162705,0.3218666,0.04892461,-1.7496015,blues
0.03000233,-0.011481579,1.0533873,-0.013819925,0.18109426,-0.73377705,-0.10960066,-0.018530728,-0.015406482,1.6833248,0.42198244,0.023233512,-0.036876693,0.005532205,0.0025731008,-0.5934305,blues
0.11395685,0.021236101,3.0306456,-0.0052065086,0.6600449,-2.1889658,-0.33395946,-0.013133419,-0.015231831,2.582366,2.3600473,0.15699635,-0.059561588,1.4006037,0.04091624,-1.4605143,blues
-0.02830938,-0.40770477,0.41114128,-0.04705517,-0.62056756,-2.0194235,0.069440834,-0.09534378,-0.03128386,0.90485466,-0.9843712,0.014195202,0.037600525,-1.3417584,0.0025286172,-0.33704337,blues
0.10361424,0.57835174,-2.7187254,0.03228648,-1.3263029,-0.7972508,-0.12233755,-0.035642695,0.049200084,0.4475213,-1.7548738,-0.11318552,0.006232625,-1.4082582,-0.046328157,0.9092151,blues
0.08979775,-0.11516072,-1.326437,0.029875765,1.423928,-0.017405927,-0.3689099,-0.023583425,0.039513055,-1.3531351,0.32449067,-0.04843057,0.023739476,-1.533514,0.044243716,2.0618262,blues
0.05263374,0.38108623,-1.040843,0.0779025,0.035674006,0.124180734,0.049417976,0.14598109,-0.04627915,-1.0983282,2.3488903,-0.03883321,-0.056474507,0.9284983,0.056063287,1.3777782,blues
0.01404619,0.7146098,0.7458551,-0.00020033494,-0.070224375,-0.5129848,-0.05677545,0.028561125,-0.0040272214,-0.3856961,-0.09338494,0.024770716,0.031818528,-0.061301343,-0.008827256,0.58759093,blues
-0.015620118,-0.62941056,0.45962018,-0.033988915,0.5687314,0.2220087,0.0075512677,-0.01916082,-0.04218114,0.44814393,0.03830076,0.040924344,-0.019112907,-0.2139293,0.0003574174,0.54064286,blues
0.021616068,1.414233,0.8628451,0.009041479,0.39605767,-0.30373242,-0.07309538,0.01289927,-0.026246388,1.2803512,0.64466083,0.0437412,-0.04730449,1.1007107,0.012878606,1.2101964,blues
-0.0029844362,-1.3952634,-0.13055295,-0.030413494,-0.44330823,0.1318245,0.1043182,-0.00802248,-0.05053047,0.61688185,0.9944457,0.007935882,-0.076639846,1.4486345,0.00027247705,-0.6297297,blues
0.03844846,1.7109526,-0.5352225,0.043394357,0.2003463,0.24066389,-0.10535714,-0.03234108,0.043769006,-0.30096132,-1.6525058,-0.055572543,0.062177062,-0.379831,-0.08856083,0.7145792,blues
-0.022680486,0.8913757,0.46681476,0.038034916,-1.3414181,0.12489551,0.077085435,0.031171663,0.015166074,-0.7566304,-0.4036909,-0.0014450925,0.038271084,-1.1808444,-0.016073976,0.061680555,blues
0.033571728,-1.8974166,-2.191766,-0.03810589,0.046696693,0.83101106,-0.045443296,-0.022934653,0.0072032325,-0.062228322,-0.21190444,-0.011115276,0.020885594,0.1527139,0.03476187,0.25537446,blues
0.00050186925,-1.1396006,1.4413403,-0.056122437,-1.4666561,-1.142794,0.113320924,-0.13358824,-0.052630104,0.9139515,-2.3079736,0.018879883,0.040056124,-1.8419454,-0.010662598,0.12710872,blues
-0.0342459,0.23340067,-1.0815274,0.01506619,0.7256944,-0.36202788,0.09706431,-0.00733386,-0.03020231,-0.17340872,0.0991778,-0.0139593985,-0.0029038116,0.20288244,-0.010956002,-0.60907274,blues
0.045745872,-1.3008053,-0.66978973,-0.04987658,0.28795278,2.6757483,-0.1004802,0.0167318,0.015575912,-1.5763828,1.290228,-0.016587278,-0.014696568,-0.4716537,0.020329984,0.96183074,blues
-0.022449723,-1.7608858,-0.7732809,-0.03026396,0.75318354,0.21362102,0.04883927,0.05575738,-0.006639816,0.5094054,1.8833661,0.05156714,-0.032678284,-1.3070564,0.06946162,-0.16704738,blues
-0.03134694,0.1949857,-0.799323,-0.015929092,-2.3548226,-0.51443946,0.14128263,0.014697665,0.0043883063,1.1652583,0.067227356,0.0046437206,-0.07620472,-0.06267864,0.010827446,-1.1637821,blues
-0.022719039,0.20995447,-0.41150385,-0.009147868,-0.6625401,-1.3076074,0.06639908,0.026867298,0.003349945,1.3045409,0.29859686,-0.0059515135,-0.010727081,-0.8000752,-0.015859736,-1.1767317,blues
-0.016658986,0.4200415,-0.31253764,0.0034213383,0.12358728,-1.3550228,0.008133948,-0.024575843,-0.026079275,-0.2656675,-0.15100503,0.0014964954,0.0005922243,0.57041305,-0.022586208,-0.8560953,blues
-0.011668632,0.8258426,0.18358521,0.0226325,0.29985368,0.28704876,-0.058072582,-0.014246375,0.0072882622,-0.20430383,-1.4569848,-0.021376554,0.021277448,-0.13833663,-0.06629015,-0.06946546,blues
0.01543769,-1.3213159,-0.4214689,-0.05249981,-1.5709234,0.77704036,-0.09758611,0.02762583,-0.027628504,-0.75949824,0.3183488,-0.03505981,-0.09274831,-0.26821053,0.036712714,-0.63897085,blues
-0.035455897,0.96634895,0.9856362,0.035993814,-0.42913294,0.45456702,0.03477707,0.019353928,0.00032509118,-0.017902091,-1.4391197,0.021253107,0.014601594,-0.07951366,-0.028958336,-0.67028093,blues
0.071208306,0.8304993,-0.4150207,-0.030955851,1.7481033,-0.7305268,-0.4026882,-0.123425625,0.08008319,1.4647046,-1.5403278,-0.029880691,0.08739907,-0.56691915,-0.08159935,1.9425242,blues
0.015303509,0.82338333,-1.2695516,0.024092609,-0.38219506,-0.19894177,0.05007962,0.038681917,-0.00665408,-0.108169675,0.041251674,-0.041085154,0.004377432,-0.1458388,-0.01839247,0.531659,blues
0.018602146,0.025685968,1.7200658,-0.036330577,1.2198792,-2.0598576,-0.071976915,-0.07512513,0.0017712489,0.9861127,-2.4213727,0.021878667,0.040679917,-0.75473917,0.057413243,-2.484637,blues
0.023258023,-1.2509214,-0.98193103,-0.036867708,0.64335763,1.2393458,0.04377122,-0.06728933,0.018169519,1.4537867,-1.9159039,-0.046950664,0.034730654,-1.8709618,-0.10676282,0.7989768,blues
0.027545847,-0.018560648,-0.022135615,0.0061314683,0.7527853,-2.2080579,-0.044281185,0.036301382,0.01090885,-0.527595,0.97476554,-0.0333002,0.019457495,-2.8516061,0.07389093,0.18568733,blues
-0.0064949244,-0.071838945,0.04107219,-0.026402209,0.11152319,0.03402883,0.10167574,0.013251899,-0.04232247,-0.16115141,0.12715036,0.007568529,0.0006415099,0.027358256,-0.01451079,0.014814675,blues
0.037676964,1.0223325,-0.44933373,-0.019063517,-0.1250005,0.20383447,-0.020506911,0.03261508,-0.008285463,0.09923142,0.7312629,-0.023509922,-0.02924887,0.118529744,0.007868672,0.49215898,blues
0.047866397,1.995686,-0.73700505,0.032531783,0.11025715,0.6314642,0.09884609,0.0052898023,0.031188738,1.6734625,-0.13046753,-0.07040033,-0.015948512,-0.39516598,-0.026919901,-0.8208576,blues
-0.010765122,-0.14888798,2.0441206,-0.019600108,-0.65656585,0.31824434,0.0271772,-0.009012565,-0.041431885,-0.0141207725,-0.07693749,0.07931979,0.0044090785,0.46902037,-0.019847628,0.5736282,blues
0.011291951,1.5303321,0.3089643,-0.0042674784,-0.6956889,0.7729471,0.04118772,0.033412926,0.01422156,-0.3983812,-0.7700827,0.022798369,0.02377544,1.2301093,-0.025947204,0.42499933,classical
-0.09368193,-2.4860508,-0.58553123,-0.07637335,0.16982391,0.57363737,-0.028336182,-0.11207423,-0.05816634,-0.24228777,-2.1532717,-0.039375152,-0.06914109,1.278161,0.07709283,-1.3372394,classical
-0.027084405,0.19590725,-1.2740365,0.061374232,0.15188508,0.950598,-0.038129643,-0.0288135,0.050833236,0.7730092,-1.3417842,-0.10095497,-0.08691886,-0.22004342,-0.0030377898,-2.4248836,classical
0.017290747,-1.5318681,-0.79788595,-0.05908905,-1.4638108,2.1239371,0.100049876,0.06919523,-0.036372483,0.9179232,0.57291794,-0.02896753,-0.13951507,0.61865854,0.031733766,0.59580505,classical
0.008612874,0.49952966,-0.7920182,-0.013704632,0.0061408877,-0.81973785,-0.022154748,0.061960585,0.0021167882,0.93562865,0.83354574,-0.036227114,-0.035273373,-0.5070645,0.01146625,-1.0064067,classical
0.0014005695,-0.15849885,-0.48931497,-0.026118884,-1.3025707,0.30472732,0.027134456,0.03961227,-0.00323743,0.04134175,0.26880056,-0.026200034,-0.061002858,-0.4396513,0.0053045843,-0.5391041,classical
0.047282457,2.6214442,-1.0343003,0.04578609,-0.18576387,-0.6102147,0.06899333,0.037171893,0.022246141,0.32900015,0.4403613,-0.031380367,0.033645205,0.65497285,0.0006520543,0.081180185,classical
0.025475288,0.9924625,0.7955543,0.03423001,-0.13279271,2.405723,0.23914604,-0.04924709,0.0384353,0.462927,-0.8868956,-0.023700695,0.034407806,-2.2125006,-0.103091605,1.2079694,classical
-0.005314868,-0.33866686,0.20690207,-0.031701278,0.5219419,0.10937551,-0.018391438,0.0006602574,-0.030734763,0.8957654,0.23055083,0.029399144,-0.03582345,0.08788975,-0.0018497352,0.12620214,classical
-0.0746945,-1.6053935,0.7866017,0.00988402,-1.0748477,-0.9384305,0.014319308,-0.036321312,-0.047130734,-2.1957512,-0.78414446,0.025950447,0.020724628,-0.32407612,0.10391083,-0.44070372,classical
-0.06787732,-0.6274024,0.33857602,0.059907228,0.24788606,-0.53760004,-0.055209726,-0.055754263,-0.024471072,-2.5528731,-1.3936586,0.032672357,0.03110218,0.12429248,0.08805477,-0.47559223,classical
0.12800443,0.56131375,-2.5561914,-0.035164077,-0.27562782,0.40702754,-0.21044406,0.03586711,0.057511646,1.5311795,0.5000857,-0.093868285,-0.043289848,-0.94088763,0.0121329,0.9925996,classical
-0.0021254886,0.20947585,-0.358645,-0.021568116,-0.5851692,0.03283584,0.140111,0.031869687,-0.03255418,0.23410934,0.07744371,-0.0059059635,-0.0031557865,-0.027790003,-0.018015422,0.10669771,classical
0.029025644,0.3161453,-0.25972992,-0.02101565,0.49324295,0.7973994,0.13117138,-0.0042754468,-0.030042373,2.7852914,-0.15258372,0.060367167,-0.07049228,1.5564922,-0.0018254481,0.5589789,classical
-0.02022258,-1.837939,-0.41474527,-0.063136026,-1.9819009,1.0252782,-0.10185854,0.016710931,-0.023911249,-0.74631214,0.1052485,-0.046296027,-0.12129425,-0.7981347,0.067654625,-0.9108279,classical
-0.0066344887,0.017102234,-0.4681465,-0.00041101128,0.20996538,0.25713927,0.039668344,0.050141536,-0.0359072,-0.83244205,0.84789854,-0.025718834,-0.023822293,0.52481574,0.0073034707,0.17591652,classical
-0.06060683,-0.14650369,-2.0996938,0.03809779,3.2976742,2.1785293,0.2506325,-0.009358443,0.01127322,-1.2600248,-1.2348977,0.015231127,0.19210157,1.5459095,-0.021576963,1.2668227,classical
-0.012563122,-0.076735936,1.0358099,-0.011946816,0.4949135,-1.2022955,-0.09684169,-0.035282124,-0.02551222,0.35614392,-0.5149591,0.02423545,-0.009685885,-0.24790245,0.029538294,-1.1125834,classical
0.00015222281,0.47480762,0.56454223,0.084377415,0.62402236,0.9464133,-0.05638534,0.031957187,0.015074387,-1.3302283,-2.0011885,-0.0058236923,0.044203006,2.2031968,-0.0071947873,1.6559603,classical
0.0014503598,0.7769975,-1.069407,0.07380175,0.28875387,-0.049952596,0.11668948,0.15106796,-0.04898003,-1.3553646,2.2009702,-0.016163157,-0.034612276,0.46594542,0.06089133,0.87193537,classical
-0.04939962,1.173871,-0.45773292,0.056375228,0.8626086,0.6596091,0.08622432,0.023199061,0.0021223724,-1.243434,-1.1007755,0.012444362,0.06220991,-0.6728764,-0.027188055,-1.1379113,classical
-0.01756,-0.19889803,-0.5795792,-0.023137467,-1.3941519,-0.38370433,0.08607064,0.024559574,-0.0004079193,0.6094245,0.08967566,-0.002857994,-0.051610254,-0.7027221,-0.0008484442,-0.6530829,classical
-0.00113599,0.77677375,-1.0995951,0.08276755,0.120176814,-0.3087155,0.1388244,0.1577313,-0.050056532,-1.5485277,2.2647436,-0.013944345,-0.029035874,0.44338134,0.05800502,0.81811595,classical
0.12235255,-0.49144626,-0.18881643,-0.0027145594,-1.7619611,0.6123235,-0.19895005,0.03858628,-0.009386357,-1.7543868,0.6213164,-0.027558653,-0.030360483,1.2026594,0.0069309007,0.16087368,classical
-0.0049567483,-0.6264442,-1.0268717,0.009673448,0.39489144,0.8956578,-0.12531675,-0.011106568,-0.018813947,-1.5378973,-0.26213357,-0.0489645,-0.009713322,0.5599545,-0.020798935,-0.37587035,classical
-0.024459263,-0.6899316,-0.6952187,-0.0451655,-0.40554452,0.4836105,-0.039808556,0.02347085,0.0075180493,0.5237411,-0.044962082,-0.030285772,-0.06307296,-0.5336024,0.019295605,-0.94811857,classical
0.093443096,-0.33439273,-0.7427978,-0.020069284,-0.592612,0.64287066,-0.20819527,0.032101735,0.0025703497,-0.8238623,0.09746275,-0.06772861,-0.048306696,0.08778964,-0.0036802478,1.5613415,classical
