filename,length,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,chroma_stft_mean,chroma_stft_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,label,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,language
metal.00088.3.wav,66149,0.1347971260547638,0.0033409427851438,1765.9752817213168,465079.0499432855,1966.4902211228864,138189.96840874507,3813.447453425481,1629121.497613615,0.0666691706730769,0.0015632891796044,0.3468820452690124,0.0898764878511428,-0.0018573340494185,0.0077785770408809,-0.0035385789815336,0.0072378916665911,117.45383522727272,metal,-159.12353515625,3462.197021484375,108.57650756835938,961.2127685546876,-12.42606258392334,398.9190979003906,71.93486785888672,130.07064819335938,8.709271430969238,332.5949401855469,22.669553756713867,192.32595825195312,-9.765324592590332,87.61318969726562,19.08139610290528,62.66633224487305,-11.37238597869873,78.15930938720703,12.669784545898438,91.0134735107422,-0.8872110843658447,94.14215850830078,3.25730037689209,71.70771789550781,-2.424765586853028,82.72956848144531,5.494503021240234,38.258907318115234,-7.164926528930664,62.05768966674805,7.03277587890625,50.88443756103516,-4.4528913497924805,66.37715911865234,-6.196802616119385,69.48924255371094,0.0929217413067817,63.88909149169922,-3.902095079421997,79.96369934082031,English
1623.wav,66150,0.089940704,0.00094905414,1876.8559433753207,132790.75151320224,2378.2773900768225,43463.22203537554,4076.069711538461,805497.1410749933,0.0540564903846153,0.0003105583416639,0.24949482,0.08979962,5.8004266e-06,0.007667025,4.7423305e-06,0.00033315332,129.19921875,Islamic,-188.32759,1879.8212,97.260506,503.03137,12.352746,84.886444,36.262634,226.63974,-4.3991547,98.34654,-11.6011095,72.603386,-7.3807335,162.1092,1.7387636,41.808155,-20.50388,65.70958,-7.710088,155.8191,-13.084399,179.36546,-11.405362,41.194565,-12.995901,44.491,-1.4521625,30.373196,-15.48745,57.05591,0.86734325,20.390427,-9.4386635,36.025692,-10.127313,51.00205,-4.3353157,28.29436,-5.325503,22.574118,Bangla
1343.wav,66150,0.17003576,0.004594131,1993.508198253338,260747.51713809016,1965.2903799688104,124133.81123461084,3539.478853665865,1112241.248518793,0.0877629206730769,0.0008855253140601,0.17242296,0.08806126,-1.1144383e-05,0.029886756,-1.4016693e-05,0.0013927467,103.359375,Islamic,-208.00877,1465.0962,66.23047,740.6746,-43.740482,504.88138,-9.840255,920.4907,-47.255814,209.4368,-41.936283,264.62747,-5.3315063,108.369255,-32.127594,236.67548,-31.152706,130.60541,-25.23207,77.70435,-31.07897,96.698784,-18.067228,79.77951,-28.169592,266.96924,9.509044,353.91956,-15.493261,320.14627,21.838217,457.4553,1.4847867,319.03162,1.4213346,399.69836,10.393593,470.69177,6.93414,203.77809,Bangla
reggae.00085.9.wav,66149,0.1283700317144394,0.0040564141236245,1656.2149667484273,142860.5996159064,1616.1630970863737,23024.19984465175,3292.012657752404,228159.95536220848,0.0809232271634615,0.0019068380079325,0.3743208944797516,0.0974245592951774,-7.714416278759018e-05,0.0113295298069715,-0.00028818793362,0.0044854287989437,86.1328125,reggae,-176.97857666015625,7681.439453125,120.6330108642578,527.9644775390625,-57.74778747558594,429.6173706054688,54.38690948486328,183.55555725097656,3.5369458198547363,364.058349609375,2.3957114219665527,230.1973419189453,16.424863815307617,112.24612426757812,-2.56754469871521,151.76126098632812,2.174572229385376,109.1730499267578,7.799850940704346,127.55165100097656,-1.00095796585083,140.33428955078125,8.0469970703125,111.35238647460938,1.2308785915374756,65.6641845703125,0.513627290725708,82.34720611572266,-0.4939206540584564,56.5086669921875,-5.602437973022461,58.61910629272461,-3.490936517715454,20.30939102172852,-5.906058311462402,31.445327758789062,-6.931819915771484,39.63795852661133,-10.12060832977295,27.36248207092285,English
blues.00062.6.wav,66149,0.0887090116739273,0.0007622970151714,1951.9460835892853,197428.3673171829,2112.9863274466165,26104.36022030465,4344.158090444712,528604.9926669286,0.0915640024038461,0.0018650099511682,0.3819426596164703,0.0896374434232711,-3.114791616098955e-05,0.0042631831020116,8.889471064321697e-05,0.0019897362217307,112.34714673913044,blues,-155.46701049804688,1655.63916015625,109.0525894165039,361.5600280761719,-15.408053398132324,220.38687133789065,51.061710357666016,135.16981506347656,-22.849109649658203,113.518798828125,24.163875579833984,102.67880249023438,-12.984489440917969,85.86458587646484,21.178184509277344,64.67037200927734,-16.893404006958008,42.8200798034668,5.991801738739014,57.06752395629883,-11.630481719970703,84.48506927490234,4.596249580383301,51.41334915161133,-19.64412879943848,51.47126770019531,5.6065826416015625,60.149051666259766,-7.954030036926269,64.06278228759766,-0.3870691359043121,52.411712646484375,-8.954584121704102,37.7427978515625,-3.1245012283325195,74.18241119384766,-12.34705924987793,32.99566650390625,-5.497044563293457,63.34123992919922,English
blues.00013.6.wav,66149,0.12664096057415,0.0043966816738247,1211.572185712149,219232.0445029093,1779.6889772820136,82483.95415711883,2358.3826622596152,1178361.048128619,0.042364032451923,0.0010560542027625,0.2446201592683792,0.089193008840084,-5.813026746182004e-06,0.0165466666221618,-4.601687396643683e-05,0.0012699179351329,107.666015625,blues,-218.31228637695312,1618.3076171875,129.011474609375,622.1287231445312,13.858454704284668,588.8086547851562,53.6316032409668,112.36686706542967,10.821800231933594,59.027099609375,18.480886459350582,142.06439208984375,-6.073615074157715,42.38458633422852,6.70274829864502,54.15301132202149,-22.24643898010254,72.95499420166016,13.222119331359863,184.58053588867188,-7.688977241516113,102.32063293457033,-2.015419006347656,45.745208740234375,-4.9298095703125,38.05462265014648,7.9438700675964355,42.20879364013672,-3.2939064502716064,22.165283203125,-1.0989598035812378,43.188236236572266,-4.499517440795898,51.995155334472656,-5.100627899169922,51.65605926513672,-8.056869506835938,41.25879287719727,-11.954730987548828,32.34703826904297,English
rock.00007.0.wav,66149,0.1315277814865112,0.0020193371456116,1134.8434851426314,178519.5655762277,1574.6727250632266,130197.54936174168,2382.1520057091348,1106045.7859067875,0.0379056490384615,0.0004143279826147,0.3836944699287414,0.0878140479326248,5.642600808641873e-05,0.0129802115261554,-2.0596324247890152e-05,0.0024883977603167,184.5703125,rock,-163.69471740722656,1567.17333984375,158.89404296875,462.1043090820313,-16.62029266357422,309.4247436523437,41.85874557495117,40.32260513305664,1.22555410861969,99.19354248046876,21.32107734680176,42.25221633911133,-11.16686725616455,48.28517150878906,15.33872413635254,85.22380065917969,-6.014256000518799,166.67478942871094,3.1570327281951904,56.44987869262695,-10.421364784240724,56.196327209472656,6.115787506103516,47.18413162231445,-3.557883977890014,34.04103088378906,7.334588050842285,29.005203247070312,-4.9784040451049805,28.63831901550293,-1.6168864965438845,41.79402923583984,-4.302995204925537,37.64458847045898,-2.1069118976593018,32.351863861083984,-1.3716984987258911,30.73841667175293,-3.564788818359375,17.294658660888672,English
reggae.00086.6.wav,66149,0.4127541780471802,0.0006832909421063,5365.8798045490885,124794.10762476796,3214.6949857570867,22734.4182454357,9217.039137620191,393828.5009000427,0.3186748798076923,0.0007478378792486,0.7076730728149414,0.0158201735466718,0.0011581917060539,0.0392385460436344,0.005386090837419,0.0583218149840831,129.19921875,reggae,101.58306884765624,2445.9365234375,3.767490148544312,111.92760467529295,2.325247049331665,61.37258529663086,0.7699679732322693,3.540372848510742,1.5830460786819458,103.6899642944336,1.2794783115386963,26.848464965820312,-1.6524760723114014,14.780104637145996,0.9417580962181092,15.040135383605955,3.261279344558716,10.632533073425291,-1.4407916069030762,14.425257682800291,-1.102530002593994,4.998892307281494,-1.0260920524597168,2.345632553100586,3.3649582862854004,13.404488563537598,3.766639471054077,5.533909320831299,0.5040273666381836,2.1182429790496826,-2.308676242828369,4.4810967445373535,-5.370556354522705,5.457902908325195,-1.4190598726272583,16.62765121459961,-3.2918386459350586,10.426660537719728,-1.1725620031356812,0.8771172165870667,English
868.wav,66150,0.2584073,0.0019660257,2423.692745737408,101058.41795377585,2165.5123198058204,116307.299660628,4536.383338341346,613292.9347620914,0.14521484375,0.0004105956737811,0.31882754,0.07350239,1.2518518e-05,0.030791096,1.6877104e-05,0.015333285,135.99917763157896,Rock,8.910971,612.39087,86.71495,330.56256,-37.779285,352.3873,36.843346,74.80064,5.1738305,42.59369,3.9595797,37.130234,-5.559962,44.51924,-5.587561,34.237328,7.7033014,62.191437,7.591897,29.998205,-0.3433965,37.696415,6.3072624,76.26544,-4.529679,65.62517,-5.79456,48.971954,-10.822382,66.13021,-6.4809446,44.12717,-5.624041,42.748302,-1.2271782,43.41564,-3.7506704,50.381603,-2.702377,68.56401,Bangla
1317.wav,66150,0.26237088,0.0039335536,2120.925013088929,290299.7754216922,2444.9862281958253,108880.78933855034,4983.362943209135,1657944.5148991763,0.0768141526442307,0.0007039804994707,0.3114535,0.09406906,7.6234187e-06,0.04843231,-0.00026535228,0.01028,184.5703125,Pop,-47.623234,1514.8525,95.685936,634.7951,13.826141,144.5669,33.239666,340.40735,-9.300206,165.38065,16.40373,116.25009,-3.5954373,101.60991,9.609348,76.07276,-10.9333725,74.14186,4.641108,107.60778,10.001281,45.87289,2.6177993,67.032845,9.726128,52.72533,6.8427734,45.33209,-1.8441292,42.576073,1.9254857,30.59882,-4.613564,45.045044,-1.4741846,52.050003,-12.331282,117.68082,3.463096,31.05339,Bangla
classical.00020.8.wav,66149,0.053089465945959,0.0002502883144188,1028.4470992527074,33861.530317581186,1177.2087967364166,42166.11162650524,1893.0170147235576,153883.3522380809,0.0630033052884615,0.0001968161453156,0.297613263130188,0.0799987465143203,2.2617552986048395e-06,0.0020757904276251,-1.0207730838374118e-06,0.0002561877481639,143.5546875,classical,-258.2231750488281,1478.547607421875,190.89170837402344,345.5343017578125,-32.63777542114258,91.08555603027344,34.07162094116211,48.52783203125,-2.5146470069885254,62.727012634277344,8.246769905090332,42.02574157714844,-9.930190086364746,41.76156234741211,1.4242922067642212,48.73175048828125,-10.2377347946167,29.881404876708984,0.8751749396324158,53.20360565185547,-12.925227165222168,39.63631439208984,0.0419951230287551,54.68899154663086,-3.173572301864624,32.07218551635742,-3.3190510272979736,69.56256866455078,-3.4629244804382324,25.73881149291992,-1.6662907600402832,22.548259735107425,-1.068584680557251,21.865737915039062,-2.808239459991455,20.652681350708008,-4.228488445281982,33.40813446044922,-13.9352388381958,28.1723690032959,English
1931.wav,66150,0.19290574,0.0025913499,2100.120623752065,50429.08500838381,2017.2734704470165,17787.95583327119,4250.73711688702,111987.52747220402,0.0814453125,0.0004695833646334,0.2627506,0.09189112,-3.0805195e-06,0.03289172,-2.4630415e-05,0.002504119,99.38401442307692,Adhunik,-83.2023,664.60144,95.1773,151.3145,-33.89954,86.36517,59.636154,100.89291,-18.535734,94.3159,15.456053,38.21823,-5.8576574,48.538822,-2.3039331,39.729996,-15.1436825,51.848038,-6.9973416,28.107527,5.271631,95.47632,3.8206463,38.737343,-12.87139,37.87868,-16.112146,31.916407,-9.242262,67.66632,-1.4805077,26.77183,-18.019419,19.377893,-3.0004046,18.022585,-9.436548,20.13201,-9.411808,32.57756,Bangla
1229.wav,66150,0.20469363,0.0025535354,3356.164433581773,93158.40576924472,2839.4071296572138,14481.425986269714,6742.0458984375,131325.26022104116,0.18193359375,0.0025490342653714,0.5446507,0.07527618,-0.00011761582,0.018513782,0.0001862404,0.011844616,112.34714673913044,Metal,-4.764249,478.4669,42.073936,81.080666,-1.0025079,102.684975,34.89717,30.943693,7.613865,53.435448,2.3974497,55.09256,-1.7175206,38.986244,29.319979,58.862785,8.628635,39.288265,-1.6986595,27.130247,3.7527447,24.607704,6.3424363,32.01346,-2.7833858,26.999128,3.517294,37.615925,-1.630924,28.646015,-4.981772,17.22213,-10.862993,17.383251,-11.175946,28.583174,-7.167907,20.10045,-1.7513338,18.48418,Bangla
584.wav,66150,0.086662866,0.0006308525,2042.7888784639235,266437.60559271224,2351.8125196159963,72205.73748133118,4365.111553485577,1151779.9043007856,0.0774338942307692,0.0007956937078893,0.35772482,0.08645571,-1.26088935e-05,0.0043212906,-1.923073e-05,0.0017231823,117.45383522727272,Adhunik,-141.78857,1555.6287,102.2081,551.5286,3.4374058,217.98692,34.334953,270.78613,-4.9168563,110.108406,0.8206022,92.13831,-7.7401385,103.39757,-5.526616,66.80147,-3.1555758,40.415287,3.0262122,57.669403,-1.8538994,66.74221,0.1410685,26.152418,0.015013944,50.38268,5.595284,50.507362,-1.0729016,42.69449,-10.005992,46.405663,2.0733714,42.899483,4.578498,35.478363,-3.9547796,28.850653,-4.881219,26.020039,Bangla
1809.wav,66150,0.35583204,0.0015667776,1864.8964112307608,111823.3905519652,2279.799970476748,50937.8396451992,3613.271484375,1039146.3610905868,0.0798264723557692,0.0001719336678995,0.20026597,0.075189084,0.00088389387,0.106830455,0.0006135712,0.009419828,89.10290948275862,Pop,-43.692226,593.58466,106.37749,236.37846,3.3154545,102.141235,21.843756,66.01493,18.500063,57.191483,-4.9051194,42.447666,-15.402366,93.23114,11.906755,57.303154,-5.5287795,47.849808,7.110365,69.113686,-7.114917,45.843834,-4.4369416,50.903862,-0.09344917,42.768562,-10.201174,50.705017,-8.460771,24.842672,-14.562851,34.746952,-2.5976827,70.067314,21.326496,52.076473,11.635618,30.875626,13.956329,49.31352,Bangla
reggae.00010.1.wav,66149,0.0729444622993469,0.0019530619028955,2600.165979205911,628834.1574731001,2226.438642942487,86035.16109233222,5230.249399038462,1121899.452337711,0.1354529747596153,0.0064376416432081,0.2890920341014862,0.0913957357406616,-4.414881459524622e-06,0.0055565633811056,-2.2497297322843224e-05,0.0007242051651701,117.45383522727272,reggae,-206.5349884033203,4807.45458984375,73.4459457397461,683.7015991210938,-24.42403984069824,584.2014770507812,55.24430465698242,171.63194274902344,-17.89125633239746,296.4183044433594,28.51127815246582,101.79438018798828,-31.532203674316406,283.5637512207031,8.385475158691406,92.10922241210938,-12.129631042480469,116.83009338378906,8.261195182800293,83.50796508789062,-24.252973556518555,50.346527099609375,1.482977032661438,67.48267364501953,-7.8772125244140625,37.42179489135742,-2.414801597595215,64.94927215576172,-5.470789432525635,45.859962463378906,2.716092586517334,67.29815673828125,-18.596797943115234,175.078125,-6.3250732421875,39.08913803100586,-11.693799018859863,89.8858871459961,-14.3125638961792,63.46596908569336,English
943.wav,66150,0.19391465,0.000983453,2479.217890487091,122687.29347822344,2223.942193508424,59424.04043220104,4746.746168870192,601930.0595981834,0.139599609375,0.0009548071714547,0.47797891,0.07021285,1.2474968e-06,0.018869191,-0.0001564453,0.00728861,135.99917763157896,Metal,-17.384953,874.9432,75.72068,357.7707,-39.675655,145.26425,36.386898,89.79962,16.118494,62.256645,22.735704,35.72782,2.9909983,70.7851,9.09027,26.342669,6.7282033,72.967026,12.929836,50.30169,3.3132784,18.27642,-4.3095717,23.499907,7.0716543,42.11694,5.6826763,39.93098,-2.0907705,28.349756,4.4226365,22.572983,-2.968871,24.983425,-0.9335255,47.72746,-2.0154448,44.698063,-2.14019,30.138115,Bangla
country.00078.4.wav,66149,0.0333029367029666,0.000243137430516,871.5361645003013,159813.39428225334,1327.9942818820334,147797.6888640591,1638.5111177884614,1177654.692409448,0.0346717247596153,0.0004476785518713,0.4048422276973724,0.0876532047986984,1.1643703146546612e-05,0.0011972024803981,-1.9100943973171525e-05,4.421495395945385e-05,143.5546875,country,-358.170166015625,1314.5709228515625,177.64906311035156,637.969482421875,-3.624869346618652,216.28433227539065,32.946197509765625,146.35479736328125,-8.235593795776367,166.0234832763672,25.86759376525879,157.14865112304688,1.2577548027038574,111.39372253417967,7.325655937194824,74.30899810791016,4.821484565734863,74.0253677368164,7.865675449371338,30.27130508422852,2.3037266731262207,34.835426330566406,16.721582412719727,33.78352737426758,0.4401876628398895,54.35819625854492,3.694878339767456,61.86067581176758,3.206777572631836,39.94448471069336,-1.8870238065719604,25.80428695678711,1.3867475986480713,19.13861083984375,-0.2548248171806335,43.25680541992188,1.396591067314148,28.75811004638672,-8.886211395263672,24.137168884277344,English
rock.00051.5.wav,66149,0.1763305962085724,0.0023326149675995,2790.304458453951,516674.15242492256,2930.79266441268,79682.25510242023,6258.7083082932695,1566440.5899308843,0.1029447115384615,0.0028408972610383,0.3260732889175415,0.0942031890153884,0.0007523679523728,0.0213787369430065,0.0015385578153654,0.0048262430354952,172.265625,rock,-62.370567321777344,1946.10107421875,69.88138580322266,510.0364074707031,20.65290641784668,277.6405639648437,34.95186996459961,160.82794189453125,7.285371780395508,165.0329132080078,5.923019886016846,57.51698684692383,1.5955466032028198,66.88990020751953,1.184796929359436,94.05267333984376,-2.9198102951049805,68.46651458740234,-3.6493544578552246,56.20878219604492,-3.5393190383911133,41.916316986083984,4.558221817016602,66.37769317626953,-1.9064570665359497,46.112674713134766,-5.339928150177002,73.43907928466797,3.643458366394043,72.47786712646484,-0.7613130807876587,35.92766189575195,0.4877273440361023,30.737812042236328,1.759950041770935,34.23337936401367,-1.6076446771621704,39.01485824584961,-2.1375560760498047,31.03532600402832,English
